Day,Time,Condition,Envir,Reading,PID
T1,1:45:00,View,co2,416.7,WR5
T1,2:00:00,View,co2,413.7,WR5
T1,2:15:00,View,co2,414.1,WR5
T1,2:30:00,View,co2,412.3,WR5
T1,2:45:00,View,co2,413.6,WR5
T1,3:00:00,View,co2,416.1,WR5
T1,3:15:00,View,co2,415.4,WR5
T1,3:30:00,View,co2,411.7,WR5
T1,3:45:00,View,co2,414.7,WR5
T1,4:00:00,View,co2,412.6,WR5
T1,4:15:00,View,co2,415.7,WR5
T1,4:30:00,View,co2,417.4,WR5
T1,4:45:00,View,co2,430.9,WR5
T1,5:00:00,View,co2,427.5,WR5
T1,5:15:00,View,co2,418.8,WR5
T1,5:30:00,View,co2,415.1,WR5
T1,5:45:00,View,co2,428.1,WR5
T1,6:00:00,View,co2,428.4,WR5
T1,6:15:00,View,co2,419.2,WR5
T1,6:30:00,View,co2,413.5,WR5
T1,6:45:00,View,co2,415.3,WR5
T1,7:00:00,View,co2,432.4,WR5
T1,7:15:00,View,co2,421.7,WR5
T1,7:30:00,View,co2,437.7,WR5
T1,7:45:00,View,co2,450.9,WR5
T1,8:00:00,View,co2,456.6,WR5
T1,8:15:00,View,co2,455.6,WR5
T1,8:30:00,View,co2,459.5,WR5
T1,8:45:00,View,co2,465.6,WR5
T1,9:00:00,View,co2,460.8,WR5
T1,9:15:00,View,co2,465.9,WR5
T1,9:30:00,View,co2,463.7,WR5
T1,9:45:00,View,co2,462.5,WR5
T1,10:00:00,View,co2,466.5,WR5
T1,10:15:00,View,co2,470.7,WR5
T1,10:30:00,View,co2,465.9,WR5
T1,10:45:00,View,co2,461.5,WR5
T1,11:00:00,View,co2,463.9,WR5
T1,11:15:00,View,co2,463.6,WR5
T1,11:30:00,View,co2,462.7,WR5
T1,11:45:00,View,co2,465.8,WR5
T1,12:00:00,View,co2,464.9,WR5
T1,12:15:00,View,co2,480.5,WR5
T1,12:30:00,View,co2,469.1,WR5
T1,12:45:00,View,co2,461.2,WR5
T1,13:00:00,View,co2,457.1,WR5
T1,13:15:00,View,co2,457.5,WR5
T1,13:30:00,View,co2,459,WR5
T1,13:45:00,View,co2,457.8,WR5
T1,14:00:00,View,co2,456.5,WR5
T1,14:15:00,View,co2,469.9,WR5
T1,14:30:00,View,co2,471.8,WR5
T1,14:45:00,View,co2,457.7,WR5
T1,15:00:00,View,co2,450.4,WR5
T1,15:15:00,View,co2,450.6,WR5
T1,15:30:00,View,co2,455.8,WR5
T1,15:45:00,View,co2,459.2,WR5
T1,16:00:00,View,co2,450.2,WR5
T1,16:15:00,View,co2,448.3,WR5
T1,16:30:00,View,co2,447.3,WR5
T1,16:45:00,View,co2,447.2,WR5
T1,17:00:00,View,co2,445.7,WR5
T1,17:15:00,View,co2,450.2,WR5
T1,17:30:00,View,co2,457,WR5
T1,17:45:00,View,co2,448.9,WR5
T1,18:00:00,View,co2,448.5,WR5
T1,18:15:00,View,co2,446.4,WR5
T1,18:30:00,View,co2,444.8,WR5
T1,18:45:00,View,co2,441.4,WR5
T1,19:00:00,View,co2,440.8,WR5
T1,19:15:00,View,co2,447,WR5
T1,19:30:00,View,co2,449.5,WR5
T1,19:45:00,View,co2,443.1,WR5
T1,20:00:00,View,co2,443.7,WR5
T1,20:15:00,View,co2,445.2,WR5
T1,20:30:00,View,co2,445,WR5
T1,20:45:00,View,co2,445.2,WR5
T1,21:00:00,View,co2,448.3,WR5
T1,21:15:00,View,co2,448.9,WR5
T1,21:30:00,View,co2,446,WR5
T1,21:45:00,View,co2,445.6,WR5
T1,22:00:00,View,co2,444.2,WR5
T1,22:15:00,View,co2,442.6,WR5
T1,22:30:00,View,co2,439.7,WR5
T1,22:45:00,View,co2,436.2,WR5
T1,23:00:00,View,co2,436.1,WR5
T1,23:15:00,View,co2,437.1,WR5
T1,23:30:00,View,co2,437.5,WR5
T1,23:45:00,View,co2,436.1,WR5
T2,0:00:00,View,co2,439.5,WR5
T2,0:15:00,View,co2,437.5,WR5
T2,0:30:00,View,co2,436,WR5
T2,0:45:00,View,co2,435.5,WR5
T2,1:00:00,View,co2,441,WR5
T2,1:15:00,View,co2,443.4,WR5
T2,1:30:00,View,co2,439.3,WR5
T2,1:45:00,View,co2,440.5,WR5
T2,2:00:00,View,co2,442.7,WR5
T2,2:15:00,View,co2,438.9,WR5
T2,2:30:00,View,co2,438.6,WR5
T2,2:45:00,View,co2,440.3,WR5
T2,3:00:00,View,co2,440.2,WR5
T2,3:15:00,View,co2,436.8,WR5
T2,3:30:00,View,co2,441.2,WR5
T2,3:45:00,View,co2,442.6,WR5
T2,4:00:00,View,co2,443,WR5
T2,4:15:00,View,co2,443.1,WR5
T2,4:30:00,View,co2,444.2,WR5
T2,4:45:00,View,co2,444.6,WR5
T2,5:00:00,View,co2,443.5,WR5
T2,5:15:00,View,co2,448.3,WR5
T2,5:30:00,View,co2,450.3,WR5
T2,5:45:00,View,co2,446.9,WR5
T2,6:00:00,View,co2,447.9,WR5
T2,6:15:00,View,co2,453.4,WR5
T2,6:30:00,View,co2,464.2,WR5
T2,6:45:00,View,co2,449.2,WR5
T2,7:00:00,View,co2,454.5,WR5
T2,7:15:00,View,co2,459.4,WR5
T2,7:30:00,View,co2,463.8,WR5
T2,7:45:00,View,co2,457.1,WR5
T2,8:00:00,View,co2,464.1,WR5
T2,8:15:00,View,co2,460.6,WR5
T2,8:30:00,View,co2,464.4,WR5
T2,8:45:00,View,co2,465.7,WR5
T2,9:00:00,View,co2,467.2,WR5
T2,9:15:00,View,co2,478.3,WR5
T2,9:30:00,View,co2,471.4,WR5
T2,9:45:00,View,co2,466.8,WR5
T2,10:00:00,View,co2,454.3,WR5
T2,10:15:00,View,co2,462,WR5
T2,10:30:00,View,co2,460.1,WR5
T2,10:45:00,View,co2,455.8,WR5
T2,11:00:00,View,co2,451.7,WR5
T2,11:15:00,View,co2,454.1,WR5
T2,11:30:00,View,co2,453.3,WR5
T2,11:45:00,View,co2,447.8,WR5
T2,12:00:00,View,co2,447.4,WR5
T2,12:15:00,View,co2,444.8,WR5
T2,12:30:00,View,co2,450.2,WR5
T2,12:45:00,View,co2,450.8,WR5
T2,13:00:00,View,co2,444.6,WR5
T2,13:15:00,View,co2,446.9,WR5
T2,13:30:00,View,co2,454.2,WR5
T2,13:45:00,View,co2,465.4,WR5
T2,14:00:00,View,co2,462.3,WR5
T2,14:15:00,View,co2,454.8,WR5
T2,14:30:00,View,co2,454.2,WR5
T2,14:45:00,View,co2,449.9,WR5
T2,15:00:00,View,co2,445.3,WR5
T2,15:15:00,View,co2,444.8,WR5
T2,15:30:00,View,co2,439.2,WR5
T2,15:45:00,View,co2,435.8,WR5
T2,16:00:00,View,co2,436.7,WR5
T2,16:15:00,View,co2,432.5,WR5
T2,16:30:00,View,co2,437.6,WR5
T2,16:45:00,View,co2,437.9,WR5
T2,17:00:00,View,co2,438.7,WR5
T2,17:15:00,View,co2,439.5,WR5
T2,17:30:00,View,co2,442.8,WR5
T2,17:45:00,View,co2,439.1,WR5
T2,18:00:00,View,co2,442.3,WR5
T2,18:15:00,View,co2,434.2,WR5
T2,18:30:00,View,co2,438.1,WR5
T2,18:45:00,View,co2,445.2,WR5
T2,19:00:00,View,co2,437.9,WR5
T2,19:15:00,View,co2,439.6,WR5
T2,19:30:00,View,co2,439.1,WR5
T2,19:45:00,View,co2,440.5,WR5
T2,20:00:00,View,co2,439.9,WR5
T2,20:15:00,View,co2,441.2,WR5
T2,20:30:00,View,co2,436.7,WR5
T2,20:45:00,View,co2,436.5,WR5
T2,21:00:00,View,co2,445.9,WR5
T2,21:15:00,View,co2,442.4,WR5
T2,21:30:00,View,co2,441.8,WR5
T2,21:45:00,View,co2,448.2,WR5
T2,22:00:00,View,co2,437.5,WR5
T2,22:15:00,View,co2,437.7,WR5
T2,22:30:00,View,co2,439.5,WR5
T2,22:45:00,View,co2,431.9,WR5
T2,23:00:00,View,co2,431,WR5
T2,23:15:00,View,co2,434.9,WR5
T2,23:30:00,View,co2,434.6,WR5
T2,23:45:00,View,co2,440.1,WR5
T3,0:00:00,View,co2,438.9,WR5
T3,0:15:00,View,co2,430.1,WR5
T3,0:30:00,View,co2,427.7,WR5
T3,0:45:00,View,co2,432.2,WR5
