Day,Time,Condition,Envir,Reading,PID
T2,17:45:00,Blinds,light,990,RR1
T2,18:00:00,Blinds,light,751,RR1
T2,18:15:00,Blinds,light,724.2,RR1
T2,18:30:00,Blinds,light,868.8,RR1
T2,18:45:00,Blinds,light,632.3,RR1
T2,19:00:00,Blinds,light,413.9,RR1
T2,19:15:00,Blinds,light,143.8,RR1
T2,19:30:00,Blinds,light,48.1,RR1
T2,19:45:00,Blinds,light,32,RR1
T2,20:00:00,Blinds,light,36.1,RR1
T2,20:15:00,Blinds,light,7.3,RR1
T2,20:30:00,Blinds,light,0,RR1
T2,20:45:00,Blinds,light,0,RR1
T2,21:00:00,Blinds,light,0,RR1
T2,21:15:00,Blinds,light,0.8,RR1
T2,21:30:00,Blinds,light,1.8,RR1
T2,21:45:00,Blinds,light,0,RR1
T2,22:00:00,Blinds,light,1.1,RR1
T2,22:15:00,Blinds,light,1.2,RR1
T2,22:30:00,Blinds,light,0.1,RR1
T2,22:45:00,Blinds,light,2,RR1
T2,23:00:00,Blinds,light,0,RR1
T2,23:15:00,Blinds,light,0,RR1
T2,23:30:00,Blinds,light,0.2,RR1
T2,23:45:00,Blinds,light,0.2,RR1
T3,0:00:00,Blinds,light,0,RR1
T3,0:15:00,Blinds,light,0,RR1
T3,0:30:00,Blinds,light,0.2,RR1
T3,0:45:00,Blinds,light,0,RR1
T3,1:00:00,Blinds,light,0,RR1
T3,1:15:00,Blinds,light,0,RR1
T3,1:30:00,Blinds,light,0.3,RR1
T3,1:45:00,Blinds,light,0,RR1
T3,2:00:00,Blinds,light,0,RR1
T3,2:15:00,Blinds,light,0.2,RR1
T3,2:30:00,Blinds,light,0,RR1
T3,2:45:00,Blinds,light,0,RR1
T3,3:00:00,Blinds,light,0,RR1
T3,3:15:00,Blinds,light,0.1,RR1
T3,3:30:00,Blinds,light,0.2,RR1
T3,3:45:00,Blinds,light,0,RR1
T3,4:00:00,Blinds,light,0,RR1
T3,4:15:00,Blinds,light,0,RR1
T3,4:30:00,Blinds,light,0,RR1
T3,4:45:00,Blinds,light,0.2,RR1
T3,5:00:00,Blinds,light,0,RR1
T3,5:15:00,Blinds,light,0,RR1
T3,5:30:00,Blinds,light,0,RR1
T3,5:45:00,Blinds,light,0,RR1
T3,6:00:00,Blinds,light,0,RR1
T3,6:15:00,Blinds,light,0,RR1
T3,6:30:00,Blinds,light,0,RR1
T3,6:45:00,Blinds,light,77.9,RR1
T3,7:00:00,Blinds,light,755.5,RR1
T3,7:15:00,Blinds,light,986.4,RR1
T3,7:30:00,Blinds,light,1272.5,RR1
T3,7:45:00,Blinds,light,1617.7,RR1
T3,8:00:00,Blinds,light,1514.9,RR1
T3,8:15:00,Blinds,light,1860.8,RR1
T3,8:30:00,Blinds,light,2188.6,RR1
T3,8:45:00,Blinds,light,2322.9,RR1
T3,9:00:00,Blinds,light,2246,RR1
T3,9:15:00,Blinds,light,2634.4,RR1
T3,9:30:00,Blinds,light,2574.5,RR1
T3,9:45:00,Blinds,light,2609.8,RR1
T3,10:00:00,Blinds,light,3026.4,RR1
T3,10:15:00,Blinds,light,3677.9,RR1
T3,10:30:00,Blinds,light,3832.5,RR1
T3,10:45:00,Blinds,light,2225.6,RR1
T3,11:00:00,Blinds,light,3278.5,RR1
T3,11:15:00,Blinds,light,3412.8,RR1
T3,11:30:00,Blinds,light,3348,RR1
T3,11:45:00,Blinds,light,3526,RR1
T3,12:00:00,Blinds,light,3255.7,RR1
T3,12:15:00,Blinds,light,3932.9,RR1
T3,12:30:00,Blinds,light,3109.8,RR1
T3,12:45:00,Blinds,light,1477.2,RR1
T3,13:00:00,Blinds,light,3477.7,RR1
T3,13:15:00,Blinds,light,2553.7,RR1
T3,13:30:00,Blinds,light,3019.8,RR1
T3,13:45:00,Blinds,light,2554.4,RR1
T3,14:00:00,Blinds,light,3362.7,RR1
